_PWpYzy4YEeSIE4bW0vSJIA,initiatorFirstName,initiatorFirstName,First Name
_PWpY0y4YEeSIE4bW0vSJIA,initiatorLastName,initiatorLastName,Last Name
_AtoH5k07EeSDsN1FMDCkSQ,rta_html_holder_initiator_desc,rta_html_holder_initiator_desc,rta_html_holder
_PWpY7S4YEeSIE4bW0vSJIA,initiatorDeviceType,initiatorDeviceType,Type
_PWpY-S4YEeSIE4bW0vSJIA,initiatorDeviceValue,initiatorDeviceValue,Value
_PWpZCy4YEeSIE4bW0vSJIA,initiatorOrganizationType,initiatorOrganizationType,Type
_PWpZFy4YEeSIE4bW0vSJIA,initiatorOrganizationName,initiatorOrganizationName,Name
_PWpZKS4YEeSIE4bW0vSJIA,initiatorLocationType,initiatorLocationType,Type
_PWpZNS4YEeSIE4bW0vSJIA,initiatorLocationAddress,initiatorLocationAddress,Address
_PWpZOS4YEeSIE4bW0vSJIA,initiatorLocationCity,initiatorLocationCity,City
_PWpZPS4YEeSIE4bW0vSJIA,initiatorLocationState,initiatorLocationState,State
_PWpZQS4YEeSIE4bW0vSJIA,initiatorlocationZip,initiatorlocationZip,Zip Code
_PWpZUy4YEeSIE4bW0vSJIA,initiatorAliasType,initiatorAliasType,Type
_PWpZXy4YEeSIE4bW0vSJIA,initiatorAliasValue,initiatorAliasValue,Value
_JBKrdU07EeSDsN1FMDCkSQ,rta_html_holder_initiator_notes,rta_html_holder_initiator_notes,rta_html_holder
_v1vs3i4OEeSIE4bW0vSJIA,category,category,Incident Category
_DOMINi4PEeSIE4bW0vSJIA,complaintTitle,complaintTitle,Complaint Title
_QK1AOU08EeSDsN1FMDCkSQ,rta_html_holder_complaint_desc,rta_html_holder_complaint_desc,rta_html_holder
_MCxjTi4PEeSIE4bW0vSJIA,priority,priority,Priority
_yKteLlkFEeS7x5wIIvtXsA,locationType,locationType,Type
_IBPsk1kGEeS7x5wIIvtXsA,locationAddress,locationAddress,Address
_NE1iRVkGEeS7x5wIIvtXsA,locationCity,locationCity,City
_QpcRdlkGEeS7x5wIIvtXsA,locationState,locationState,State
_qGukIVkGEeS7x5wIIvtXsA,locationZip,locationZip,Zip Code
